,3
우사기,0.016994137291850637
교행,0.016994137291850637
폭탄,0.016994137291850637
벗기다,0.016994137291850637
슈니,0.016994137291850637
과음,0.016994137291850637
벨벳,0.016994137291850637
소박,0.016994137291850637
글패문,0.016994137291850637
이슬비,0.016994137291850637
도배,0.016994137291850637
빠다,0.016994137291850637
동방,0.016994137291850637
피카츄,0.016994137291850637
꿀잼,0.016994137291850637
후문,0.016994137291850637
고온,0.016994137291850637
경상남도,0.016994137291850637
치열,0.016994137291850637
거지같다,0.016994137291850637
치아바타,0.016994137291850637
올콘,0.016994137291850637
김명수,0.016994137291850637
처참하다,0.016994137291850637
주접,0.016994137291850637
마루,0.016994137291850637
캐럿,0.016994137291850637
제훈,0.016994137291850637
청라,0.016994137291850637
씨방,0.016994137291850637
유닛,0.016994137291850637
셔니,0.016994137291850637
롤러코스터,0.016994137291850637
담양,0.016994137291850637
해리포터,0.016994137291850637
캔두,0.016994137291850637
매화수,0.016994137291850637
개천절,0.016994137291850637
쪽문,0.016994137291850637
무궁,0.016994137291850637
로스,0.016994137291850637
회지,0.016994137291850637
주희,0.016994137291850637
마미,0.016994137291850637
망치다,0.016994137291850637
과방,0.016994137291850637
코엑스몰,0.016994137291850637
군청,0.016994137291850637
상어,0.016994137291850637
크아,0.016994137291850637
테라,0.016994137291850637
신청,0.016929154721365955
오빠,0.016929154721365955
가야,0.016929154721365955
화요일,0.016929154721365955
이쁘다,0.016929154721365955
대충,0.016929154721365955
주문,0.016929154721365955
생활,0.016929154721365955
다가,0.016929154721365955
얼음,0.016855309964695815
모니터,0.016855309964695815
인형,0.016855309964695815
새우,0.016855309964695815
우동,0.016855309964695815
먹기,0.01682142760807088
최고,0.01682142760807088
구매,0.01682142760807088
달라,0.01682142760807088
약속,0.01682142760807088
가지,0.01682142760807088
토요일,0.01682142760807088
중이,0.01682142760807088
살짝,0.01682142760807088
중간,0.01671048428931008
고양이,0.01671048428931008
라떼,0.01671048428931008
울다,0.01671048428931008
끼다,0.01671048428931008
땡기다,0.01671048428931008
배우다,0.01671048428931008
눕다,0.01671048428931008
케이크,0.01671048428931008
야하다,0.01671048428931008
멋지다,0.01671048428931008
그리다,0.01671048428931008
프로,0.016596126799263054
해도,0.016596126799263054
어렵다,0.016596126799263054
다르다,0.016596126799263054
눈물,0.016596126799263054
먼저,0.016596126799263054
붙이다,0.016596126799263054
동기,0.016596126799263054
연락,0.016596126799263054
분위기,0.016596126799263054
간식,0.016596126799263054
크리스마스,0.016596126799263054
가을,0.016596126799263054
음료,0.016596126799263054
주심,0.01654169602443111
과외,0.01654169602443111
담날,0.01654169602443111
기숙사,0.01654169602443111
패드,0.01654169602443111
김치,0.01654169602443111
넷플,0.016540458610499173
가로수길,0.016540458610499173
탕수육,0.016540458610499173
기특하다,0.016540458610499173
어어,0.016540458610499173
칭구,0.016540458610499173
불금,0.016540458610499173
보쌈,0.016540458610499173
환불,0.016540458610499173
뮤직,0.016540458610499173
빼빼로,0.016540458610499173
땅콩,0.016540458610499173
가죽,0.016540458610499173
베베,0.016540458610499173
녹음,0.016540458610499173
머거다,0.016540458610499173
서울시,0.016540458610499173
라멘,0.016540458610499173
넘어지다,0.016540458610499173
스피커,0.016540458610499173
아따,0.016540458610499173
안남다,0.016540458610499173
현질,0.016540458610499173
씹다,0.016540458610499173
마포구,0.016540458610499173
휴학,0.016478138312167344
얼른,0.016478138312167344
뛰다,0.016478138312167344
세상,0.016478138312167344
이후,0.016478138312167344
미리,0.016478138312167344
다음주,0.016478138312167344
스터디,0.016478138312167344
무섭다,0.016478138312167344
계획,0.016478138312167344
일이,0.016478138312167344
인간,0.016478138312167344
도서관,0.016356280667841682
잇다,0.016356280667841682
작다,0.016356280667841682
신기하다,0.016356280667841682
갖다,0.016356280667841682
물어보다,0.016356280667841682
사장,0.016356280667841682
붙다,0.016356280667841682
그거,0.016356280667841682
아무,0.016356280667841682
매우,0.016356280667841682
스벅,0.016356280667841682
오전,0.016356280667841682
쿠키,0.016356280667841682
선생님,0.016356280667841682
이상하다,0.016356280667841682
존맛,0.016356280667841682
담다,0.016356280667841682
이기다,0.016356280667841682
메뉴,0.016356280667841682
목요일,0.016356280667841682
신나다,0.01623029147758333
빠르다,0.01623029147758333
배고프다,0.01623029147758333
영화,0.01623029147758333
행복,0.01623029147758333
건지다,0.01623029147758333
사오다,0.01623029147758333
비싸다,0.01623029147758333
와중,0.01623029147758333
발견,0.01623029147758333
참다,0.01623029147758333
맥주,0.01623029147758333
스카,0.016204830886754513
미용실,0.016204830886754513
김밥,0.016204830886754513
여유,0.016099880722039946
종일,0.016099880722039946
케이스,0.016099880722039946
올해,0.016099880722039946
틀다,0.016099880722039946
찾아보다,0.016099880722039946
목표,0.01596472673013641
안녕,0.01596472673013641
당첨,0.01596472673013641
급하다,0.01596472673013641
음식,0.01596472673013641
식당,0.01596472673013641
바람,0.01596472673013641
요새,0.01596472673013641
겨울,0.01596472673013641
워치,0.01596472673013641
추억,0.01596472673013641
마르다,0.01596472673013641
카드,0.01596472673013641
부르다,0.01596472673013641
누가,0.01596472673013641
해봤다,0.01596472673013641
떠들다,0.01584098882014766
카레,0.01584098882014766
튀다,0.01584098882014766
체고,0.01584098882014766
헌혈,0.01584098882014766
성적,0.01584098882014766
서브웨이,0.01584098882014766
할로윈,0.01584098882014766
공연,0.01584098882014766
모든,0.015824471398813204
영상,0.015824471398813204
학년,0.015824471398813204
궁금하다,0.015824471398813204
제대로,0.015824471398813204
성공하다,0.015824471398813204
때리다,0.015824471398813204
드리다,0.015824471398813204
최애,0.015824471398813204
토익,0.015824471398813204
뻔하다,0.015824471398813204
스티커,0.015824471398813204
유튜브,0.015824471398813204
개다,0.015824471398813204
치즈,0.015824471398813204
추석,0.015824471398813204
학생,0.015824471398813204
전날,0.015824471398813204
내리다,0.015824471398813204
맞추다,0.015824471398813204
교정,0.015824471398813204
카뱅,0.015678714474799564
카톡,0.015678714474799564
지치다,0.015678714474799564
점점,0.015678714474799564
슬프다,0.015678714474799564
부분,0.015678714474799564
절대,0.015678714474799564
작년,0.015678714474799564
다행,0.015678714474799564
따르다,0.015678714474799564
아깝다,0.015678714474799564
깨다,0.015678714474799564
결과,0.015678714474799564
대체,0.015678714474799564
피자,0.015678714474799564
천원,0.015678714474799564
에어팟,0.015678714474799564
빼다,0.015678714474799564
이름,0.015678714474799564
식이,0.015678714474799564
불다,0.015678714474799564
지하철,0.015678714474799564
생선,0.015674945811244
죽음,0.015674945811244
동구,0.015674945811244
재질,0.015674945811244
여름방학,0.015674945811244
이빨,0.015674945811244
창고,0.015674945811244
연비,0.015674945811244
광산구,0.015674945811244
물리,0.015674945811244
모시다,0.015674945811244
기여,0.015674945811244
녹차,0.015674945811244
티셔츠,0.015674945811244
보임,0.015674945811244
실버,0.015674945811244
사귀다,0.015674945811244
우하하,0.015674945811244
을지로,0.015674945811244
공복,0.015674945811244
밀크,0.015674945811244
놀람,0.015674945811244
숙취,0.015674945811244
터미널,0.015674945811244
수박,0.015674945811244
가든,0.015674945811244
엎드리다,0.015674945811244
훔치다,0.015674945811244
음질,0.015674945811244
간지럽다,0.015674945811244
풀다,0.015527006668515666
예약,0.015527006668515666
회의,0.015527006668515666
남기다,0.015527006668515666
깔다,0.015527006668515666
대다,0.015527006668515666
빡치다,0.015527006668515666
기도,0.015527006668515666
돌아오다,0.015527006668515666
스트레스,0.015527006668515666
실습,0.015527006668515666
소비,0.015527006668515666
마무리,0.015527006668515666
확인,0.015527006668515666
필요하다,0.015527006668515666
가족,0.015527006668515666
굽다,0.015527006668515666
사먹다,0.015527006668515666
인스타,0.015527006668515666
개인,0.015527006668515666
즐겁다,0.015527006668515666
자르다,0.015527006668515666
똑같다,0.015527006668515666
피곤,0.015445469975990894
축구,0.015445469975990894
야식,0.015445469975990894
학식,0.015445469975990894
짬뽕,0.015445469975990894
족발,0.015445469975990894
광역시,0.015445469975990894
꼬치,0.015445469975990894
강사,0.015445469975990894
포즈,0.015445469975990894
레슨,0.015445469975990894
국밥,0.015445469975990894
아이스크림,0.01536884130164315
올라가다,0.01536884130164315
교육,0.01536884130164315
여자,0.01536884130164315
뒤지다,0.01536884130164315
대학,0.01536884130164315
나쁘다,0.01536884130164315
꾸다,0.01536884130164315
거지,0.01536884130164315
내용,0.01536884130164315
내년,0.01536884130164315
터지다,0.01536884130164315
중요하다,0.01536884130164315
돌리다,0.01536884130164315
칭찬,0.01536884130164315
조합,0.01536884130164315
개월,0.01536884130164315
수가,0.01536884130164315
떡볶이,0.01536884130164315
일어나서,0.01536884130164315
감성,0.01536884130164315
짧다,0.01536884130164315
날다,0.015203644096941955
은행,0.015203644096941955
쏘다,0.015203644096941955
사라지다,0.015203644096941955
결제,0.015203644096941955
자주,0.015203644096941955
사서,0.015203644096941955
쓰기,0.015203644096941955
다가오다,0.015203644096941955
즐기다,0.015203644096941955
밀리다,0.015203644096941955
새다,0.015203644096941955
지르다,0.015203644096941955
감사하다,0.015203644096941955
멀다,0.015203644096941955
편의점,0.015203644096941955
전화,0.015203644096941955
비다,0.015203644096941955
딸기,0.015203644096941955
콘서트,0.015203644096941955
포장,0.015203644096941955
솔직하다,0.015203644096941955
합격,0.015203644096941955
면접,0.015203644096941955
스럽다,0.015203644096941955
가져가다,0.015030760591292557
뿌듯하다,0.015030760591292557
기쁘다,0.015030760591292557
이틀,0.015030760591292557
할머니,0.015030760591292557
가방,0.015030760591292557
지원,0.015030760591292557
확실하다,0.015030760591292557
병원,0.015030760591292557
걸어가다,0.015030760591292557
타임,0.015030760591292557
모습,0.015030760591292557
재미,0.015030760591292557
직원,0.015030760591292557
당하다,0.015030760591292557
포스팅,0.015030760591292557
당황,0.015030760591292557
켜다,0.015030760591292557
대신,0.015030760591292557
뽑다,0.015030760591292557
사이,0.015030760591292557
꾸준하다,0.015030760591292557
자취,0.015030760591292557
세탁,0.015012228100539678
벗다,0.015012228100539678
환승,0.015012228100539678
고딩,0.015012228100539678
강연,0.015012228100539678
슬리퍼,0.015012228100539678
빵집,0.015012228100539678
모티브,0.015012228100539678
휴학생,0.015012228100539678
화이트,0.015012228100539678
특강,0.015012228100539678
노래방,0.015012228100539678
조지,0.015012228100539678
소품,0.015012228100539678
티켓팅,0.015012228100539678
품절,0.015012228100539678
소주,0.015012228100539678
반찬,0.015012228100539678
죄송하다,0.015012228100539678
양심,0.015012228100539678
정은,0.014945392294039338
댕겨,0.014945392294039338
대피,0.014945392294039338
대타,0.014945392294039338
정자,0.014945392294039338
정치,0.014945392294039338
재무관리,0.014945392294039338
자아,0.014945392294039338
동숲,0.014945392294039338
자두,0.014945392294039338
삐지다,0.014945392294039338
비둘기,0.014945392294039338
작은아씨,0.014945392294039338
투하,0.014945392294039338
태기,0.014945392294039338
태양,0.014945392294039338
가로등,0.014945392294039338
퇴원,0.014945392294039338
전라남도,0.014945392294039338
사월,0.014945392294039338
상남자,0.014945392294039338
가티,0.014945392294039338
휘핑기,0.014945392294039338
불호,0.014945392294039338
삼동,0.014945392294039338
동작구,0.014945392294039338
픽쳘,0.014945392294039338
역전,0.014945392294039338
메이플,0.014945392294039338
엔딩,0.014945392294039338
진창,0.014945392294039338
테런,0.014945392294039338
등분,0.014945392294039338
인터,0.014945392294039338
이재경,0.014945392294039338
이혜,0.014945392294039338
크롭티,0.014945392294039338
키스,0.014945392294039338
트윗,0.014945392294039338
파계,0.014945392294039338
기막히다,0.014945392294039338
쵝오,0.014945392294039338
최유진,0.014945392294039338
바스,0.014945392294039338
전도,0.014945392294039338
박혜원,0.014945392294039338
싸이렌,0.014945392294039338
바이올린,0.014945392294039338
십분,0.014945392294039338
싱겁다,0.014945392294039338
호관,0.014945392294039338
심볼,0.014945392294039338
반사,0.014945392294039338
급행,0.014945392294039338
콩알,0.014945392294039338
석식,0.014945392294039338
덕이,0.014945392294039338
전투,0.014945392294039338
밑그림,0.014945392294039338
먹여주다,0.014945392294039338
누움,0.014945392294039338
수완,0.014945392294039338
수연,0.014945392294039338
카야,0.014945392294039338
맥날,0.014945392294039338
예습,0.014945392294039338
영아,0.014945392294039338
영웅시대,0.014945392294039338
해금,0.014945392294039338
영동대로,0.014945392294039338
어금니,0.014945392294039338
혀키,0.014945392294039338
카스테라,0.014945392294039338
리머,0.014945392294039338
침착,0.014945392294039338
침펄,0.014945392294039338
김남길,0.014945392294039338
영등포구,0.014945392294039338
쥐뿔,0.014945392294039338
즁말,0.014945392294039338
다급하다,0.014945392294039338
말랑이,0.014945392294039338
해바라기,0.014945392294039338
매드,0.014945392294039338
아이캔,0.014945392294039338
채색,0.014945392294039338
참관,0.014945392294039338
찝찝하다,0.014945392294039338
애플펜슬,0.014945392294039338
김보성,0.014945392294039338
도예,0.014945392294039338
근심,0.014945392294039338
탐정,0.014945392294039338
금목서,0.014945392294039338
타구,0.014945392294039338
학생복,0.014945392294039338
임방울,0.014945392294039338
임나,0.014945392294039338
드므,0.014945392294039338
인티,0.014945392294039338
사감,0.014945392294039338
빌어,0.014945392294039338
빠바,0.014945392294039338
반실,0.014945392294039338
헌트,0.014945392294039338
밥버거,0.014945392294039338
노들섬,0.014945392294039338
진해구,0.014945392294039338
관악역,0.014945392294039338
노캔,0.014945392294039338
스탠드,0.014945392294039338
스포티파이,0.014945392294039338
벅벅,0.014945392294039338
화남,0.014945392294039338
쭈글,0.014945392294039338
폐강,0.014945392294039338
짙다,0.014945392294039338
페어,0.014945392294039338
에스테,0.014945392294039338
모교,0.014945392294039338
시크릿,0.014945392294039338
조커,0.014945392294039338
랜드,0.014945392294039338
유경,0.014945392294039338
서대문구,0.014945392294039338
생축,0.014945392294039338
서늘하다,0.014945392294039338
봉리,0.014945392294039338
소견,0.014945392294039338
볼트,0.014945392294039338
셔누,0.014945392294039338
세빛,0.014945392294039338
황인,0.014945392294039338
갈건,0.014945392294039338
서프라이즈,0.014945392294039338
애드,0.014945392294039338
뚱뚱,0.014945392294039338
뛰어오다,0.014945392294039338
랑드,0.014945392294039338
랩노쉬,0.014945392294039338
미카,0.014945392294039338
민지,0.014945392294039338
밍끼,0.014945392294039338
아교,0.014945392294039338
번쩍,0.014945392294039338
스티커사진,0.014945392294039338
담임,0.014945392294039338
젠바,0.014945392294039338
플립,0.014945392294039338
대본,0.014945392294039338
곳곳,0.014945392294039338
황이눅,0.014945392294039338
문지르다,0.014945392294039338
알록달록,0.014945392294039338
몸부림,0.014945392294039338
어캐,0.014945392294039338
커플룩,0.014945392294039338
송아,0.014945392294039338
솝트,0.014945392294039338
보습,0.014945392294039338
소코,0.014945392294039338
마왕,0.014945392294039338
마포,0.014945392294039338
중국집,0.014945392294039338
백예린,0.014945392294039338
츄러스,0.014945392294039338
나찌,0.014945392294039338
조휴일,0.014945392294039338
현선,0.014945392294039338
개총,0.014945392294039338
개기일식,0.014945392294039338
혜영,0.014945392294039338
혜린,0.014945392294039338
공주시,0.014945392294039338
단공,0.014945392294039338
리보,0.014945392294039338
리허설,0.014945392294039338
리턴,0.014945392294039338
경례,0.014945392294039338
마네,0.014945392294039338
마녀사냥,0.014945392294039338
닥터마틴,0.014945392294039338
프라이,0.014945392294039338
미당,0.014945392294039338
빌리다,0.01484944047547355
후회,0.01484944047547355
분명,0.01484944047547355
그게,0.01484944047547355
그림,0.01484944047547355
기프티콘,0.01484944047547355
이벤트,0.01484944047547355
벌다,0.01484944047547355
이해,0.01484944047547355
떨다,0.01484944047547355
나누다,0.01484944047547355
들이다,0.01484944047547355
파다,0.01484944047547355
배부르다,0.01484944047547355
우울하다,0.01484944047547355
다이어트,0.01484944047547355
미안하다,0.01484944047547355
믿다,0.01484944047547355
아끼다,0.01484944047547355
실화,0.01484944047547355
바뀌다,0.01484944047547355
시즌,0.01484944047547355
여행,0.01484944047547355
여기다,0.01484944047547355
망하다,0.01484944047547355
겠다,0.01484944047547355
연습,0.01484944047547355
진행,0.01484944047547355
사이즈,0.01484944047547355
지출,0.01484944047547355
장난,0.01484944047547355
샌드위치,0.01484944047547355
포인트,0.014658817913786901
관리,0.014658817913786901
만기,0.014658817913786901
만난,0.014658817913786901
먹어주다,0.014658817913786901
힘드다,0.014658817913786901
발표,0.014658817913786901
교통비,0.014658817913786901
축제,0.014658817913786901
이기,0.014658817913786901
초코,0.014658817913786901
수도,0.014658817913786901
방문,0.014658817913786901
남자,0.014658817913786901
간단하다,0.014658817913786901
휴대폰,0.014658817913786901
금방,0.014658817913786901
복학,0.014658817913786901
설명,0.014658817913786901
따뜻하다,0.014658817913786901
떠나다,0.014658817913786901
그것,0.014658817913786901
웃다,0.014658817913786901
남자친구,0.014658817913786901
자고,0.014658817913786901
키우다,0.014658817913786901
다행하다,0.014658817913786901
유성,0.014651261444998398
미숫가루,0.014651261444998398
구리다,0.014651261444998398
저건,0.014651261444998398
캐롤,0.014651261444998398
순두부,0.014651261444998398
베이글,0.014651261444998398
그저께,0.014651261444998398
깔깔,0.014651261444998398
코코넛,0.014651261444998398
콜라보,0.014651261444998398
드레스,0.014651261444998398
고마,0.014651261444998398
밤새다,0.014651261444998398
신기,0.014651261444998398
임티,0.014651261444998398
서연,0.014651261444998398
사진관,0.014651261444998398
폴바,0.014651261444998398
왁스,0.014651261444998398
다그치다,0.014651261444998398
명란,0.014651261444998398
열두시,0.014651261444998398
멀쩡하다,0.014651261444998398
낙서,0.014651261444998398
뭉치,0.014651261444998398
개조,0.014651261444998398
아이스티,0.014651261444998398
림프,0.014651261444998398
왕왕,0.014651261444998398
교실,0.014651261444998398
메밀,0.014651261444998398
무지개,0.014651261444998398
모금,0.014651261444998398
명랑,0.014651261444998398
주먹,0.014651261444998398
나빠지다,0.014651261444998398
로션,0.014651261444998398
단발,0.014651261444998398
푸파,0.014651261444998398
지랄,0.014651261444998398
안남,0.014651261444998398
체질,0.014651261444998398
우영,0.014651261444998398
웨어,0.014651261444998398
후식,0.014533301426643792
포토,0.014533301426643792
잘생기다,0.014533301426643792
흔들리다,0.014533301426643792
토스트,0.014533301426643792
수능,0.014533301426643792
추워지다,0.014533301426643792
스콘,0.014533301426643792
칼로리,0.014533301426643792
실내,0.014533301426643792
빨다,0.014533301426643792
해장,0.014533301426643792
해먹,0.014533301426643792
호선,0.014533301426643792
수다,0.014457886537768281
대한,0.014457886537768281
기념,0.014457886537768281
공간,0.014457886537768281
부럽다,0.014457886537768281
가면,0.014457886537768281
느껴지다,0.014457886537768281
상황,0.014457886537768281
집중,0.014457886537768281
노력,0.014457886537768281
연휴,0.014457886537768281
옛날,0.014457886537768281
할인,0.014457886537768281
결혼,0.014457886537768281
지키다,0.014457886537768281
사용,0.014457886537768281
내내,0.014457886537768281
과자,0.014457886537768281
애기,0.014457886537768281
며칠,0.014457886537768281
실패하다,0.014457886537768281
제출,0.014457886537768281
관심,0.014457886537768281
심심하다,0.014457886537768281
소식,0.014457886537768281
춥다,0.014457886537768281
감동,0.014457886537768281
하니,0.014457886537768281
필름,0.014457886537768281
가입,0.014245467284955364
디자인,0.014245467284955364
그대로,0.014245467284955364
쿠폰,0.014245467284955364
지나다,0.014245467284955364
열다,0.014245467284955364
만두,0.014245467284955364
올라오다,0.014245467284955364
